lens_id,company,title,date_published,publication_type,patent_status,classification,npl_count,n_jurisdictions,jurisdictions,filter_path,kept
140-312-014-387-613,alphabet,Spar buoy platform,2016-05-03,GRANTED_PATENT,INACTIVE,pure,,,,pure_auto_keep,True
142-091-041-412-93X,alphabet,Smart Hazard Detector Providing Follow Up Communications to Detection Events,2016-04-14,PATENT_APPLICATION,ACTIVE,pure,,,,pure_auto_keep,True
147-501-495-091-801,alphabet,Method and apparatus for estimating transmit power of a wireless device,2016-04-20,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
149-184-535-842-312,alphabet,Path based power generation control for an aerial vehicle,2016-04-19,GRANTED_PATENT,INACTIVE,pure,,,,pure_auto_keep,True
150-211-194-734-52X,alphabet,Thermostat battery recharging,2016-04-16,PATENT_OF_ADDITION,ACTIVE,dual_purpose,0,,,removed,False
157-117-512-022-928,alphabet,"METHODS, SYSTEMS, AND RELATED ARCHITECTURES FOR MANAGING NETWORK CONNECTED THERMOSTATS",2016-04-28,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
163-672-950-423-115,alphabet,Determining a geographical location,2016-04-26,GRANTED_PATENT,ACTIVE,dual_purpose,1,9,"AU, CA, CN, DE, EP, JP, KR, US, WO",filtered_keep,True
164-626-210-660-229,alphabet,Efficient digital image distribution,2016-04-19,GRANTED_PATENT,ACTIVE,dual_purpose,1,1,US,removed,False
175-497-317-724-158,alphabet,Method and apparatus for user interaction data storage,2016-04-21,GRANTED_PATENT,INACTIVE,dual_purpose,0,,,removed,False
178-775-106-867-390,alphabet,METHODS AND SYSTEMS FOR CACHE LINES DE-DUPLICATION,2016-04-14,PATENT_APPLICATION,PENDING,dual_purpose,1,4,"CN, EP, US, WO",filtered_keep,True
181-330-706-020-608,alphabet,Path light feedback compensation,2016-05-03,GRANTED_PATENT,ACTIVE,other,2,2,"US, WO",filtered_keep,True
183-004-549-174-53X,alphabet,"Systems, methods and apparatus for weather-based preconditioning",2016-04-26,GRANTED_PATENT,ACTIVE,dual_purpose,5,1,US,removed,False
184-320-981-648-790,alphabet,Electrically-isolated and liquid-cooled rotor and stator assemblies,2016-04-26,GRANTED_PATENT,INACTIVE,pure,,,,pure_auto_keep,True
187-461-526-427-716,alphabet,Methods and systems for estimating an orientation of a tethered aerial vehicle relative to wind,2016-05-03,GRANTED_PATENT,INACTIVE,pure,,,,pure_auto_keep,True
188-422-560-793-490,alphabet,EXTENDING INACTIVITY TIMEOUT FOR DEVICE LOCK IN DUAL LOW-POWER PROCESSOR CONFIGURATION,2016-05-02,PATENT_APPLICATION,INACTIVE,dual_purpose,0,,,removed,False
189-782-867-566-781,alphabet,Rapid acknowledgement of radio transmissions for energy minimization,2016-05-03,GRANTED_PATENT,ACTIVE,dual_purpose,1,2,"US, WO",filtered_keep,True
192-492-628-567-691,alphabet,Wireless sensor unit communication triggering and management,2016-04-19,GRANTED_PATENT,EXPIRED,dual_purpose,72,1,US,removed,False
193-049-158-795-883,alphabet,Methods and systems for transitioning an aerial vehicle between hover flight and crosswind flight,2016-05-04,PATENT_APPLICATION,INACTIVE,pure,,,,pure_auto_keep,True
197-358-363-512-402,alphabet,TETHER TERMINATION SYSTEMS AND METHODS,2016-04-21,PATENT_APPLICATION,PENDING,pure,,,,pure_auto_keep,True
002-735-962-515-68X,alphabet,Traffic collision avoidance in wireless communication systems,2016-03-15,GRANTED_PATENT,EXPIRED,dual_purpose,15,1,US,removed,False
003-973-346-506-077,alphabet,SYSTEMS AND METHODS FOR DISSEMINATING MESSAGES AMONG A FABRIC NETWORK,2016-03-10,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
023-692-274-661-100,alphabet,Control methods and systems for motors and generators operating in a stacked configuration,2016-03-22,GRANTED_PATENT,INACTIVE,pure,,,,pure_auto_keep,True
025-621-353-309-644,alphabet,HARDWARE-ASSISTED MEMORY COMPRESSION MANAGEMENT USING PAGE FILTER AND SYSTEM MMU,2016-04-07,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
026-134-757-359-89X,alphabet,THERMOELECTRIC GENERATORS FOR RECOVERING WASTE HEAT.,2016-04-07,PATENT_APPLICATION,PENDING,other,0,,,removed,False
032-894-221-908-247,alphabet,Reducing power consumption by a wireless communication device with multiple wireless communication modems,2016-03-29,GRANTED_PATENT,ACTIVE,dual_purpose,0,,,removed,False
038-908-587-845-773,alphabet,"Methods, systems, and related architectures for managing network connected thermostats",2016-03-08,GRANTED_PATENT,ACTIVE,dual_purpose,32,6,"CA, CN, EP, JP, US, WO",filtered_keep,True
039-644-713-522-861,alphabet,Thermostat battery recharging,2016-04-11,GRANTED_PATENT,ACTIVE,dual_purpose,0,,,removed,False
040-476-966-514-216,alphabet,INTELLIGENT DEVICE WAKEUP,2016-04-07,PATENT_APPLICATION,PENDING,dual_purpose,1,4,"CN, EP, US, WO",filtered_keep,True
042-196-207-086-747,alphabet,METHODS AND SYSTEMS FOR MEMORY DE-DUPLICATION,2016-04-07,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
047-782-659-273-379,alphabet,BATTERY PACK WITH EMBEDDED HEATERS,2016-03-17,PATENT_APPLICATION,PENDING,other,0,,,removed,False
049-267-841-857-983,alphabet,SYSTEMS AND METHODS FOR WAKING UP DEVICES OF A FABRIC NETWORK,2016-03-10,PATENT_APPLICATION,ACTIVE,dual_purpose,1,1,US,removed,False
052-892-338-713-773,alphabet,THERMOSTAT USER INTERFACE,2016-03-10,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
054-254-032-043-830,alphabet,BATTERY PACK WITH EMBEDDED HEATERS,2016-03-10,PATENT_APPLICATION,ACTIVE,other,0,,,removed,False
056-626-160-521-160,alphabet,Signal strength-based routing of network traffic in a wireless communication system,2016-03-15,GRANTED_PATENT,EXPIRED,dual_purpose,15,1,US,removed,False
057-759-503-885-958,alphabet,Wake-up broadcast including network information in common designation ad hoc wireless networking,2016-03-22,GRANTED_PATENT,ACTIVE,dual_purpose,7,1,US,removed,False
060-508-084-577-548,alphabet,Drive mechanisms for use in controlling rotation and twist of a tether,2016-03-16,PATENT_OF_ADDITION,INACTIVE,pure,,,,pure_auto_keep,True
062-664-945-011-632,alphabet,Hot air balloon with solar collector and heat-engine-driven fuel cell,2016-03-22,GRANTED_PATENT,INACTIVE,other,1,1,US,removed,False
072-037-904-227-840,alphabet,BATTERY MODULE,2016-04-07,PATENT_APPLICATION,PENDING,other,0,,,removed,False
072-062-827-605-32X,alphabet,"OCCUPANCY PATTERN DETECTION, ESTIMATION AND PREDICTION",2016-04-07,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
074-780-010-243-028,alphabet,USING SOLAR CELLS AS BYPASS DIODE HEAT SINKS,2016-04-07,PATENT_APPLICATION,PENDING,pure,,,,pure_auto_keep,True
077-659-530-637-789,alphabet,Verfahren und Systeme zum Bestimmen eines Kontexts einer Vorrichtung,2016-03-31,GRANTED_PATENT,INACTIVE,dual_purpose,0,,,removed,False
097-228-665-501-249,alphabet,SMART-HOME HAZARD DETECTOR PROVIDING SENSOR-BASED DEVICE POSITIONING GUIDANCE,2016-03-17,PATENT_APPLICATION,ACTIVE,pure,,,,pure_auto_keep,True
097-683-981-705-205,alphabet,Thermostat user interface,2016-03-22,GRANTED_PATENT,ACTIVE,dual_purpose,6,6,"CA, CN, EP, JP, US, WO",filtered_keep,True
108-513-156-501-558,alphabet,System and method for managing a power mode of a designated electronic device,2016-04-05,GRANTED_PATENT,ACTIVE,dual_purpose,0,,,removed,False
110-126-906-650-985,alphabet,SYSTEMS AND METHODS FOR WAKING UP DEVICES OF A FABRIC NETWORK,2016-03-10,PATENT_APPLICATION,PENDING,dual_purpose,1,1,WO,removed,False
118-897-195-692-287,alphabet,"BENUTZERFREUNDLICHE, NETZWERKVERBUNDENER LERNTHERMOSTAT SOWIE ENTSPRECHENDE SYSTEME UND VERFAHREN",2016-04-06,SEARCH_REPORT,ACTIVE,dual_purpose,1,6,"CA, CN, EP, JP, US, WO",filtered_keep,True
120-657-910-972-982,alphabet,USING SOLAR CELLS AS BYPASS DIODE HEAT SINKS,2016-04-07,PATENT_APPLICATION,ACTIVE,pure,,,,pure_auto_keep,True
128-622-981-397-373,alphabet,Electronic system and method for thermal management therein taking into account solar thermal loading,2016-03-16,PATENT_APPLICATION,INACTIVE,dual_purpose,0,,,removed,False
129-550-578-685-830,alphabet,INTELLIGENT DEVICE WAKEUP,2016-04-07,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
129-961-013-759-077,alphabet,Short-Range Wireless Controller Filtering and Reporting,2016-04-07,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
137-552-744-384-814,alphabet,SYSTEM UND VERFAHREN ZUR SELEKTIVEN ENTFERNUNG VON AUDIOINHALTEN AUS EINER GEMISCHTEN AUDIOAUFZEICHNUNG,2016-03-09,SEARCH_REPORT,ACTIVE,dual_purpose,2,4,"CN, EP, US, WO",filtered_keep,True
137-872-305-230-998,alphabet,Modifying Power Consumption Based On Energy-Usage Messages,2016-03-10,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
141-447-214-679-420,alphabet,METHOD AND APPARATUS FOR ACTION INDICATION SELECTION,2016-04-12,PATENT_APPLICATION,INACTIVE,dual_purpose,0,,,removed,False
143-516-835-727-121,alphabet,EINSTELLUNG VON NÄHEGRENZWERTEN ZUR AKTIVIERUNG VON BENUTZERSCHNITTSTELLEN AUF VORRICHTUNGEN,2016-04-06,GRANTED_PATENT,ACTIVE,dual_purpose,0,,,removed,False
149-958-450-066-39X,alphabet,METHOD AND APPARATUS FOR MONITORING SYSTEM PERFORMANCE AND DYNAMICALLY UPDATING MEMORY SUB-SYSTEM SETTINGS USING SOFTWAR,2016-04-07,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
151-489-643-547-811,alphabet,Supplying grid ancillary services using controllable loads,2016-03-15,GRANTED_PATENT,ACTIVE,dual_purpose,14,2,"US, WO",filtered_keep,True
152-584-541-867-269,alphabet,Efficient Resource Utilization in Data Centers,2016-03-17,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
165-711-443-038-089,alphabet,Managing use of location-identification services,2016-04-05,GRANTED_PATENT,ACTIVE,other,1,1,US,removed,False
170-347-122-630-05X,alphabet,METHOD AND SYSTEM FOR MANAGING TRANSMIT POWER ON A WIRELESS COMMUNICATION NETWORK,2016-03-24,PATENT_APPLICATION,INACTIVE,dual_purpose,0,,,removed,False
183-964-036-346-445,alphabet,Control methods and systems for motors and generators operating in a stacked configuration,2016-03-22,GRANTED_PATENT,INACTIVE,pure,,,,pure_auto_keep,True
189-696-491-467-046,alphabet,Mesh network addressing,2016-03-29,GRANTED_PATENT,ACTIVE,dual_purpose,7,8,"AU, CA, CN, EP, JP, KR, US, WO",filtered_keep,True
191-340-900-349-468,alphabet,"METHOD, SYSTEM, AND MEDIUM FOR PROJECTING LIGHT TO INDICATE A DEVICE STATUS",2016-03-30,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
194-207-174-057-853,alphabet,ELECTRONIC SYSTEM AND METHOD FOR THERMAL MANAGEMENT THEREIN TAKING INTO ACCOUNT SOLAR THERMAL LOADING,2016-03-07,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
195-286-057-518-205,alphabet,Systems and methods for controlling rotation and twist of a tether,2016-04-01,PATENT_OF_ADDITION,INACTIVE,pure,,,,pure_auto_keep,True
003-473-275-384-330,alphabet,SYSTEM AND METHOD FOR SELECTIVE REMOVAL OF AUDIO CONTENT FROM A MIXED AUDIO RECORDING,2016-02-11,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
006-278-734-162-127,alphabet,Tethers for Airborne Wind Turbines,2016-02-25,PATENT_APPLICATION,INACTIVE,pure,,,,pure_auto_keep,True
008-645-991-263-927,alphabet,BUTTONLESS DISPLAY ACTIVATION,2016-02-04,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
014-701-293-861-12X,alphabet,BATTERY CONTAINMENT MESH,2016-03-03,PATENT_APPLICATION,ACTIVE,other,0,,,removed,False
021-941-438-901-521,alphabet,Method and apparatus for adjusting portable electronic device operation based on ambient temperature,2016-03-03,PATENT_APPLICATION,INACTIVE,dual_purpose,0,,,removed,False
033-226-424-137-879,alphabet,Efficient Communication for Devices of a Home Network,2016-02-11,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
033-562-137-909-605,alphabet,IDENTIFYING GESTURES USING MOTION DATA,2016-02-18,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
041-425-960-781-336,alphabet,Bifurcated processor hazard detection systems,2016-02-04,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
041-707-750-883-815,alphabet,Methods and systems for transitioning an aerial vehicle between hover flight and crosswind flight,2016-02-18,PATENT_APPLICATION,INACTIVE,pure,,,,pure_auto_keep,True
051-320-082-029-256,alphabet,SEALED SOLID STATE BATTERY,2016-02-18,PATENT_APPLICATION,PENDING,other,1,8,"BR, CN, EP, JP, KR, RU, US, WO",filtered_keep,True
053-305-115-489-169,alphabet,USER FRIENDLY INTERFACE FOR CONTROL UNIT,2016-02-25,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
056-234-881-968-680,alphabet,Smart-home hazard detector providing location-specific pre-alarm configuration,2016-02-02,GRANTED_PATENT,ACTIVE,pure,,,,pure_auto_keep,True
061-360-575-507-024,alphabet,BATTERY CONTAINMENT MESH,2016-03-03,PATENT_APPLICATION,PENDING,other,0,,,removed,False
061-450-296-314-413,alphabet,DISPLAYING ALWAYS ON DISPLAY-RELATED CONTENT,2016-02-18,PATENT_APPLICATION,PENDING,dual_purpose,0,,,removed,False
062-398-932-158-783,alphabet,DISPLAYING ALWAYS ON DISPLAY-RELATED CONTENT,2016-02-18,PATENT_APPLICATION,INACTIVE,dual_purpose,0,,,removed,False
067-141-364-928-281,alphabet,Adjusting proximity thresholds for activating a device user interface,2016-02-16,GRANTED_PATENT,ACTIVE,dual_purpose,5,6,"CA, CN, EP, JP, US, WO",filtered_keep,True
084-385-947-505-165,alphabet,VERFAHREN UND VORRICHTUNG ZUR ZELLENTDECKUNG,2016-02-10,PATENT_APPLICATION,ACTIVE,dual_purpose,1,5,"BR, CN, EP, US, WO",filtered_keep,True
087-637-520-259-222,alphabet,EFFICIENT NETWORK LAYER FOR IPV6 PROTOCOL,2016-02-22,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
107-548-286-597-15X,alphabet,Methods and systems for transitioning an aerial vehicle between crosswind flight and hover flight,2016-02-18,PATENT_APPLICATION,INACTIVE,pure,,,,pure_auto_keep,True
112-960-034-332-601,alphabet,Detecting a State of a Wearable Device,2016-02-11,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
117-131-099-322-790,alphabet,System and method for mitigating the effects of interferers while performing conditional device scan,2016-02-16,GRANTED_PATENT,ACTIVE,dual_purpose,1,5,"CN, EP, KR, US, WO",filtered_keep,True
117-767-479-977-151,alphabet,Sealed Solid State Battery,2016-02-18,PATENT_APPLICATION,ACTIVE,other,0,,,removed,False
124-945-045-661-486,alphabet,"High altitude aircraft with integrated solar cells, and associated systems and methods",2016-03-02,PATENT_APPLICATION,ACTIVE,pure,,,,pure_auto_keep,True
127-330-990-483-889,alphabet,"USER-FRIENDLY, NETWORK CONNECTED LEARNING THERMOSTAT AND RELATED SYSTEMS AND METHODS",2016-02-18,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
129-284-234-193-77X,alphabet,Adaptive power stealing thermostat,2016-02-16,GRANTED_PATENT,ACTIVE,dual_purpose,2,4,"CA, TW, US, WO",filtered_keep,True
129-355-066-215-68X,alphabet,IDENTIFYING GESTURES USING MOTION DATA,2016-02-25,PATENT_APPLICATION,PENDING,dual_purpose,0,,,removed,False
131-482-435-186-954,alphabet,VERFAHREN UND SYSTEME ZUR ERKENNUNG VON WETTERBEDINGUNGEN MIT FAHRZEUGINTERNEN BORDSENSOREN,2016-02-17,PATENT_APPLICATION,ACTIVE,pure,,,,pure_auto_keep,True
143-123-415-978-189,alphabet,Remote enterprise policy/client configuration installation for computing devices,2016-02-09,GRANTED_PATENT,ACTIVE,other,0,,,removed,False
153-040-427-254-005,alphabet,Cache contention management on a multicore processor based on the degree of contention exceeding a threshold,2016-02-23,GRANTED_PATENT,ACTIVE,dual_purpose,23,1,US,removed,False
153-662-474-019-776,alphabet,"Systems, apparatus and methods for managing demand-response programs and events",2016-03-02,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
156-921-108-497-586,alphabet,Gefahrenmeldeanlagen mit gegabelten Prozessoren,2016-02-11,LIMITED_PATENT,EXPIRED,dual_purpose,0,,,removed,False
159-163-844-339-067,alphabet,Systems and methods for altering a state of a system using a remote device that processes gestures,2016-02-16,GRANTED_PATENT,ACTIVE,dual_purpose,0,,,removed,False
160-356-304-090-738,alphabet,Means for dynamically regulating the time-out characteristics of a display of an electronic device,2016-02-23,GRANTED_PATENT,INACTIVE,dual_purpose,0,,,removed,False
160-572-614-885-102,alphabet,Wiring Harness for an Aerial Vehicle,2016-02-25,PATENT_APPLICATION,INACTIVE,pure,,,,pure_auto_keep,True
162-496-666-086-362,alphabet,SOCIAL MESSAGING USER INTERFACE,2016-02-25,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
164-326-424-411-709,alphabet,Control interface,2016-02-23,GRANTED_PATENT,ACTIVE,other,0,,,removed,False
166-582-979-903-817,alphabet,Providing a user with feedback regarding power consumption in battery-operated electronic devices,2016-02-03,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
167-130-847-314-139,alphabet,CARBON FIBER MOTOR ROTOR INTEGRATING PROPELLER MOUNT,2016-03-03,PATENT_APPLICATION,PENDING,pure,,,,pure_auto_keep,True
167-554-614-911-556,alphabet,Methods and systems for detecting weather conditions using vehicle onboard sensors,2016-02-10,PATENT_APPLICATION,ACTIVE,pure,,,,pure_auto_keep,True
171-773-244-691-000,alphabet,DETECTING A STATE OF A WEARABLE DEVICE,2016-02-18,PATENT_APPLICATION,PENDING,dual_purpose,1,4,"CN, EP, US, WO",filtered_keep,True
179-444-951-886-345,alphabet,Airborne rigid kite with on-board power plant for ship propulsion,2016-02-02,GRANTED_PATENT,INACTIVE,pure,,,,pure_auto_keep,True
180-130-565-948-177,alphabet,SUBSTRATE FOR SOLID-STATE BATTERY,2016-02-05,PATENT_APPLICATION,ACTIVE,other,0,,,removed,False
183-008-651-560-865,alphabet,REGELUNG EINES HLK-SYSTEMS WÄHREND ANFORDERUNGSANTWORTEREIGNISSEN,2016-02-24,PATENT_APPLICATION,ACTIVE,other,0,,,removed,False
183-340-942-806-225,alphabet,RECEIVER STATE ESTIMATION IN A DUTY CYCLED RADIO,2016-02-11,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
191-054-784-632-559,alphabet,Context-based presentation of user interface,2016-02-10,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
192-251-741-236-651,alphabet,Carbon Fiber Motor Rotor Integrating Propeller Mount,2016-03-03,PATENT_APPLICATION,INACTIVE,pure,,,,pure_auto_keep,True
199-191-013-130-835,alphabet,EFFICIENT COMMUNICATION FOR DEVICES OF A HOME NETWORK,2016-02-26,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
003-380-729-720-376,alphabet,"Occupancy pattern detection, estimation and prediction",2016-01-26,GRANTED_PATENT,ACTIVE,dual_purpose,5,1,US,removed,False
006-421-718-699-740,alphabet,DIENSTPROGRAMMPORTALE ZUR VERWALTUNG VON NACHFRAGE-ANTWORT-EREIGNISSEN,2016-01-20,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
006-812-641-174-679,alphabet,GERÄTE UND SYSTEME ZUR TRAGBAREN AUTHENTIFIZIERUNG,2016-01-20,PATENT_APPLICATION,ACTIVE,dual_purpose,1,4,"CN, EP, US, WO",filtered_keep,True
017-645-827-321-722,alphabet,GEHÄUSEKÜHLUNG MIT FRÜHER VERDICHTERABSCHALTUNG UND VERLÄNGERTEM GEBLÄSEBETRIEB,2016-01-13,SEARCH_REPORT,ACTIVE,other,1,4,"CN, EP, US, WO",filtered_keep,True
024-543-070-687-664,alphabet,HORIZONTAL TAIL SURFACE,2016-01-07,PATENT_APPLICATION,PENDING,pure,,,,pure_auto_keep,True
032-916-489-559-476,alphabet,Wind-powered vessel for removal of carbon dioxide from seawater,2016-01-05,GRANTED_PATENT,INACTIVE,pure,,,,pure_auto_keep,True
038-219-684-870-213,alphabet,Efficient network layer for IPv6 protocol,2016-01-21,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
039-958-485-674-944,alphabet,IMPROVED TETHER WINDING,2016-01-14,PATENT_APPLICATION,PENDING,pure,,,,pure_auto_keep,True
045-042-279-017-879,alphabet,Power allotment distribution in a data center,2016-01-11,GRANTED_PATENT,INACTIVE,dual_purpose,0,,,removed,False
061-961-421-835-029,alphabet,Computing device power state transitions,2016-01-19,GRANTED_PATENT,ACTIVE,dual_purpose,2,1,US,removed,False
069-276-758-427-018,alphabet,Method and apparatus for multi-radio coexistence on adjacent frequency bands,2016-01-26,GRANTED_PATENT,ACTIVE,dual_purpose,1,5,"BR, EP, MX, US, WO",filtered_keep,True
069-341-362-640-697,alphabet,Decentralized electrical load shedding,2016-01-12,GRANTED_PATENT,ACTIVE,other,1,1,US,removed,False
072-962-651-120-604,alphabet,System and method for adaptive beam forming for specific absorption rate control,2016-01-26,GRANTED_PATENT,ACTIVE,other,1,1,US,removed,False
077-483-255-005-819,alphabet,High strength windable electromechanical tether with low fluid dynamic drag and system using same,2016-01-05,GRANTED_PATENT,INACTIVE,pure,,,,pure_auto_keep,True
084-570-672-083-278,alphabet,Systems and methods for increasing bandwidth in a computer network,2016-01-26,GRANTED_PATENT,ACTIVE,dual_purpose,1,7,"CN, DE, DK, EP, JP, US, WO",filtered_keep,True
085-416-502-134-651,alphabet,Method and apparatus for displaying content on a display of an electronic device during different device operating modes,2016-01-05,GRANTED_PATENT,ACTIVE,dual_purpose,2,4,"CN, EP, US, WO",filtered_keep,True
085-657-973-531-714,alphabet,METHODS AND SYSTEMS FOR DATA INTERCHANGE BETWEEN A NETWORK-CONNECTED THERMOSTAT AND CLOUD-BASED MANAGEMENT SERVER,2016-01-28,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
091-290-098-623-301,alphabet,Voice actions on computing devices,2016-01-19,GRANTED_PATENT,ACTIVE,dual_purpose,1,9,"AU, CA, CN, DE, EP, JP, KR, US, WO",filtered_keep,True
103-140-926-039-064,alphabet,Forming an interconnection for solid-state batteries,2016-01-16,PATENT_OF_ADDITION,ACTIVE,other,0,,,removed,False
103-474-868-552-440,alphabet,Method and apparatus for user interaction data storage,2016-01-21,PATENT_APPLICATION,INACTIVE,dual_purpose,0,,,removed,False
107-275-288-045-921,alphabet,Smart-home multi-functional hazard detector providing location-specific feature configuration,2016-01-12,GRANTED_PATENT,ACTIVE,pure,,,,pure_auto_keep,True
114-165-698-988-777,alphabet,AUTOMATISCH AKTIVIERTE VISUELLE INDIKATOREN AUF EINER RECHENVORRICHTUNG,2016-01-13,PATENT_APPLICATION,ACTIVE,dual_purpose,2,4,"CN, EP, US, WO",filtered_keep,True
125-920-478-263-649,alphabet,Efficient communication for devices of a home network,2016-01-21,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
135-643-130-542-815,alphabet,AUTOMATICALLY ACTIVATED VISUAL INDICATORS ON COMPUTING DEVICE,2016-01-14,PATENT_APPLICATION,PENDING,dual_purpose,0,,,removed,False
142-168-567-220-599,alphabet,PLASTIC OPTICAL FIBER FOR RELIABLE LOW-COST AVIONIC NETWORKS,2016-01-07,PATENT_APPLICATION,PENDING,pure,,,,pure_auto_keep,True
146-328-648-054-516,alphabet,DELIVERING DATA TO A WIRELESS STATION,2015-12-31,PATENT_APPLICATION,INACTIVE,dual_purpose,0,,,removed,False
149-628-149-562-448,alphabet,WÄHLBARER LINSENKNOPF FÜR EINEN GEFAHRENMELDER UND VERFAHREN DAFÜR,2016-01-20,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
154-194-554-605-507,alphabet,Controlling an HVAC system during demand response events,2016-01-27,PATENT_APPLICATION,ACTIVE,other,1,7,"AU, CA, CN, EP, JP, KR, WO",filtered_keep,True
155-691-759-142-343,alphabet,VERFAHREN UND VORRICHTUNG FÜR DIE STATUSSYNCHRONISATION EINER GRUPPE VON FUNKRUFEMPFÄNGERN,2016-01-28,AMENDED_PATENT,EXPIRED,dual_purpose,0,,,removed,False
157-427-935-537-679,alphabet,NAVIGATION QUERIES,2016-01-28,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
160-165-744-595-80X,alphabet,AUTOMATICALLY ACTIVATED VISUAL INDICATORS ON COMPUTING DEVICE,2016-01-14,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
161-426-457-615-096,alphabet,"User-friendly, network connected learning thermostat and related systems and methods",2016-01-12,GRANTED_PATENT,ACTIVE,dual_purpose,10,6,"CA, CN, EP, JP, US, WO",filtered_keep,True
164-152-806-379-495,alphabet,CONTROLLED POWER-EFFICIENT OPERATION OF WIRELESS COMMUNICATION DEVICES,2016-01-28,PATENT_APPLICATION,EXPIRED,dual_purpose,0,,,removed,False
164-315-494-989-270,alphabet,"VORRICHTUNGEN, VERFAHREN SOWIE ZUGEHÖRIGE INFORMATIONSVERARBEITUNG FÜR EIN ZUHAUSE MIT INTELLIGENTEN SENSOREN",2016-01-20,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
169-139-582-667-759,alphabet,DRIVE MECHANISMS FOR USE IN CONTROLLING ROTATION AND TWIST OF A TETHER,2016-01-07,PATENT_APPLICATION,PENDING,pure,,,,pure_auto_keep,True
172-881-515-782-102,alphabet,SYSTEMS AND METHODS FOR CONTROLLING ROTATION AND TWIST OF A TETHER,2016-01-07,PATENT_APPLICATION,PENDING,pure,,,,pure_auto_keep,True
172-915-042-346-062,alphabet,Power management in hazard detection systems,2016-01-26,GRANTED_PATENT,ACTIVE,dual_purpose,0,,,removed,False
173-472-164-628-435,alphabet,"SYSTEME, VORRICHTUNG UND VERFAHREN ZUR VERWALTUNG DEMAND-RESPONSE-PROGRAMMEN UND -EREIGNISSEN",2016-01-20,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
179-875-358-929-548,alphabet,Integrating sensing systems into thermostat housing in manners facilitating compact and visually pleasing physical chara,2016-01-12,GRANTED_PATENT,ACTIVE,dual_purpose,3,6,"CA, CN, EP, JP, US, WO",filtered_keep,True
185-220-544-736-117,alphabet,MÉTODO E APARELHO PARA CONCLUIR A RECEPÇÃO EM UM SISTEMA DE COMUNICAÇÃO SEM FIO,2016-01-19,PATENT_APPLICATION,EXPIRED,dual_purpose,0,,,removed,False
188-724-783-262-076,alphabet,Anticipatory Lighting from Device Screens Based on User Profile,2016-01-28,PATENT_APPLICATION,ACTIVE,dual_purpose,1,4,"CN, EP, US, WO",filtered_keep,True
190-032-672-793-493,alphabet,Substrate for solid-state battery,2016-01-13,PATENT_APPLICATION,ACTIVE,other,0,,,removed,False
192-015-195-534-066,alphabet,CONTROLLING AN HVAC SYSTEM DURING DEMAND RESPONSE EVENTS,2016-01-08,PATENT_APPLICATION,ACTIVE,other,0,,,removed,False
