lens_id,company,year,title,abstract,cpc_climate_codes,n_climate_codes,abstract_clean,topic
069-273-721-020-480,Alphabet,2016,Method and system for rapid charging of rechargeable cells,"Method and system for rapid charging of rechargeable cells. A method (300) and system (600) of adjusting a charging current to one or more cells (601) is provided. The method includes obtaining (301) a plurality of charging time periods, where each charging time period defined as a time period required to charge the one or more cells with a predefined current at one of a plurality of different temperatures. A temperature of the one or more cells is determined (302). A predetermined current is scaled (306) by a quotient of a first charging time period defined by a first one of the plurality of different temperatures divided by a second charging time period defined by a second one of the plurality of different temperatures to obtain a magnitude of the charging current. The cells are charged (307) with the charging current at the magnitude to more rapidly charge the one or more cells at temperatures above room temperature",Y02E60/10,1,"for rapid charging of rechargeable cells. A method (300) and system (600) of adjusting a charging current to one or more cells (601) is provided. obtaining (301) charging time periods, where each charging time period defined as a time period required to charge the one or more cells with a predefined current at one of different temperatures. A temperature of the one or more cells is determined (302). A predetermined current is scaled (306) by a quotient of a first charging time period defined by a first one of different temperatures divided by a second charging time period defined by a second one of different temperatures to obtain a magnitude of the charging current. The cells are charged (307) with the charging current at the magnitude to more rapidly charge the one or more cells at temperatures above room temperature",8
155-971-142-891-156,Alphabet,2017,DC-DC converter,"DC-DC converter. An apparatus that includes a resonant DC-DC converter with switching frequencies based on stray inductances of the physical components used to construct the apparatus. This results in a relatively high efficiency and high density DC-DC converter that, in some implementations, does not require a discrete inductor component",Y02B70/10; Y02B70/10,2,"DC-DC converter. An apparatus that includes a resonant DC-DC converter with switching frequencies based on stray inductances of the physical components used to construct the apparatus. This results in a relatively high efficiency and high density DC-DC converter that, in some implementations, does not require a discrete inductor component",5
146-335-142-369-313,Alphabet,2019,LOW POWER MANAGEMENT OF MULTIPLE SENSOR INTEGRATED CHIP ARCHITECTURE,LOW POWER MANAGEMENT OF MULTIPLE SENSOR INTEGRATED CHIP ARCHITECTURE,Y02D10/00,1,LOW POWER MANAGEMENT OF MULTIPLE SENSOR INTEGRATED CHIP ARCHITECTURE,-1
090-504-863-289-406,Alphabet,2017,Power-efficient location estimation,"Power-efficient location estimation. A wireless computing device may scan a frequency set. A first group of base stations may use the frequencies in the frequency set. Based on information relating to one or more base stations in the first group of base stations, the wireless computing device may estimate its location. The wireless computing device may further select a frequency subset of the frequency set. A second group of base stations may use the frequencies of the frequency subset. Based on information relating to one or more base stations in the second group of base stations, the wireless computing device may again estimate its location. If the two estimated locations are within a threshold distance of one another, the wireless computing device may perform, during a subsequent location-estimating operation, an additional frequency scan using the frequency subset",Y02D30/70; Y02D30/70,2,"Power-efficient location estimation. A wireless computing device may scan a frequency set. A first group of base stations may use the frequencies in the frequency set. Based on information relating to one or more base stations in the first group of base stations, the wireless computing device may estimate its location. The wireless computing device may further select a frequency subset of the frequency set. A second group of base stations may use the frequencies of the frequency subset. Based on information relating to one or more base stations in the second group of base stations, the wireless computing device may again estimate its location. If the two estimated locations are within a threshold distance of one another, the wireless computing device may perform, during a subsequent location-estimating operation, an additional frequency scan using the frequency subset",0
114-886-740-633-890,Alphabet,2019,PROVIDING AN AMBIENT ASSIST MODE FOR COMPUTING DEVICES,"PROVIDING AN AMBIENT ASSIST MODE FOR COMPUTING DEVICES. The subject technology provides implementations for entering an ambient assist mode for a digital assistant. The subject technology determines, using a set of signals, to activate an ambient assist mode for a client computing device, the client computing device including a screen and a keyboard, and the client computing device is currently executing in a mode other than the ambient assist mode. Further, the subject technology activates, at the client computing device, the ambient assist mode in which the ambient assist mode enables the client computing device to enter a low power mode and listen for an audio input signal corresponding to a hotword for activating a digital assistant, and the digital assistant is configured to respond to a command corresponding to the audio input signal using at least the screen of the client computing device",Y02D10/00,1,"PROVIDING AN AMBIENT ASSIST MODE FOR COMPUTING DEVICES. The subject technology provides implementations for entering an ambient assist mode for a digital assistant. The subject technology determines, using a set of signals, to activate an ambient assist mode for a client computing device, the client computing device including a screen and a keyboard, and the client computing device is currently executing in a mode other than the ambient assist mode. Further, the subject technology activates, at the client computing device, the ambient assist mode in which the ambient assist mode enables the client computing device to enter a low power mode and listen for an audio input signal corresponding to a hotword for activating a digital assistant, and the digital assistant is respond to a command corresponding to the audio input signal using at least the screen of the client computing device",-1
108-360-093-402-565,Alphabet,2014,Power allotment distribution in a data center,"Power allotment distribution in a data center. In a computer-implemented method, an electronic communication from a first computing machine is received and includes a power value and one or more priority values. The power value represents a request for a power allotment expected to be used during a predetermined time and the priority values represent priorities of tasks expected to be executed during the predetermined time. A score for the request is calculated using a scoring function and the received priority values as inputs to the scoring function. The score is compared to one or more other scores respectively associated with requests for power allotments from other computing machines and previously calculated using the scoring function following receipt of one or more electronic communications each including a power value and one or more priority values. A top-ranked score is identified and an electronic communication is sent to the associated computing machine granting the requested power allotment",Y02D10/00; Y02D10/00,2,"Power allotment distribution in a data center. In a , an electronic communication from a first computing machine is received and includes a power value and one or more priority values. The power value represents a request for a power allotment expected to be used during a predetermined time and the priority values represent priorities of tasks expected to be executed during the predetermined time. A score for the request is calculated using a scoring function and the received priority values as inputs to the scoring function. The score is compared to one or more other scores respectively associated with requests for power allotments from other computing machines and previously calculated using the scoring function following receipt of one or more electronic communications each including a power value and one or more priority values. A top-ranked score is identified and an electronic communication is sent to the associated computing machine granting the requested power allotment",25
038-866-154-687-594,Alphabet,2019,Forming an interconnection for solid-state batteries,Forming an interconnection for solid-state batteries,Y02E60/10; Y02P70/50; Y02E60/10; Y02P70/50,4,Forming an interconnection for solid-state batteries,2
142-905-694-505-658,Alphabet,2016,Delivering data to a wireless station,"Delivering data to a wireless station. Disclosed are methods for delivering data (212) to a wireless station (102). An access point (104), or any other suitable device or system, receives a plurality of association requests (204) from a plurality of wireless stations (102) and transmits a different association identifier (208) to each of the plurality of wireless stations (102). The access point (104) buffers data (212) for a subset of the wireless stations (102). If the number of wireless stations (102) with buffered data (212) at the access point (104) is less than a threshold, then the access point (104) transmits a list of association identifiers indicating that buffered data (212) are held for each wireless station (102) identified by the list. If the number of wireless stations (102) with buffered data (212) at the access point (104) is not less than the threshold, then the access point (104) transmits data indicative of a range of association identifiers indicating that buffered data (212) are held for at least one wireless station (102) identified by the range",Y02D30/70; Y02D30/70,2,"Delivering data to a wireless station. Disclosed are methods for delivering data (212) to a wireless station (102). An access point (104), or any other suitable device or system, receives association requests (204) from wireless stations (102) and transmits a different association identifier (208) to each of wireless stations (102). The access point (104) buffers data (212) for a subset of the wireless stations (102). If the number of wireless stations (102) with buffered data (212) at the access point (104) is less than a threshold, then the access point (104) transmits a list of association identifiers indicating that buffered data (212) are held for each wireless station (102) identified by the list. If the number of wireless stations (102) with buffered data (212) at the access point (104) is not less than the threshold, then the access point (104) transmits data indicative of a range of association identifiers indicating that buffered data (212) are held for at least one wireless station (102) identified by the range",-1
026-054-432-931-819,Alphabet,2017,Split Winglet Lateral Control,"Split Winglet Lateral Control. A winglet includes a winglet body and a control body. The winglet body includes a first winglet surface arranged opposite a second winglet surface. The second winglet surface is joined to the first winglet surface to form front and trailing edges of the winglet body. The second winglet surface defines a control body seat. The control body is coupled to the winglet body to move between a stowed position seated in the control body seat and a deployed position rotated out of the control body seat. The control body includes a first control surface arranged to face toward the winglet body, a second control surface arranged opposite the first control surface to face away from the winglet body and joined to the first control surface to form a trailing edge of the control body and a control front connecting the first control surface and the second control surface",Y02T50/10; Y02T50/30; Y02T50/40; Y02T50/10; Y02T50/30; Y02T50/40,6,"Split Winglet Lateral Control. A winglet includes a winglet body and a control body. The winglet body includes a first winglet surface arranged opposite a second winglet surface. The second winglet surface is joined to the first winglet surface to form front and trailing edges of the winglet body. The second winglet surface defines a control body seat. The control body is coupled to the winglet body to move between a stowed position seated in the control body seat and a deployed position rotated out of the control body seat. The control body includes a first control surface arranged to face toward the winglet body, a second control surface arranged opposite the first control surface to face away from the winglet body and joined to the first control surface to form a trailing edge of the control body and a control front connecting the first control surface and the second control surface",3
024-795-300-520-351,Alphabet,2016,Apparatus and method for operational state synchronization in a wireless communication system,Apparatus and method for operational state synchronization in a wireless communication system. A method (300) and user equipment (110) that are for operation in a wireless communication system (100) maintain system state synchronization between a fixed network (130) of the wireless communication system and the user equipment by performing a receipt (305) of a message from a network station (105) while the user equipment is in a connected state (220); a determination (310) that the message includes an address of the user equipment and that the message is a message that should not be generated while the fixed network has the user equipment logged as being in the connected state; and a switching (315) of the user equipment to an idle state (215),Y02D30/70; Y02D30/70,2,for operational state synchronization in a wireless communication system. A method (300) and user equipment (110) that are for operation in a wireless communication system (100) maintain system state synchronization between a fixed network (130) of the wireless communication system and the user equipment by performing a receipt (305) of a message from a network station (105) while the user equipment is in a connected state (220); a determination (310) that the message includes an address of the user equipment and that the message is a message that should not be generated while the fixed network has the user equipment logged as being in the connected state; and a switching (315) of the user equipment to an idle state (215),0
064-597-066-727-015,Alphabet,2018,Display viewing detection,"Display viewing detection. In embodiments of display viewing detection, a presence module, implemented on an electronic device, enables a first sensor to detect an object responsive to detecting audio via one or more microphones of the electronic device. The first sensor generates data that is used by the presence module to determine that the object is within a viewing range of the electronic device and that movement of the object is below a predetermined threshold. The presence module then enables at least a second sensor to confirm the object is viewing a display of the electronic device. When the object is detected by the second sensor, the presence module enables the display for viewing by the object",Y02D10/00; Y02D30/70; Y02D10/00; Y02D30/70,4,"Display viewing detection. In embodiments of display viewing detection, a presence module, implemented on an electronic device, enables a first sensor to detect an object responsive to detecting audio via one or more microphones of the electronic device. The first sensor generates data that is used by the presence module to determine that the object is within a viewing range of the electronic device and that movement of the object is below a predetermined threshold. The presence module then enables at least a second sensor to confirm the object is viewing a display of the electronic device. When the object is detected by the second sensor, the presence module enables the display for viewing by the object",1
164-811-000-349-015,Alphabet,2019,NETWORK COMMUNICATION FREQUENCY ADJUSTMENT,"NETWORK COMMUNICATION FREQUENCY ADJUSTMENT. Methods, systems, and apparatus, including computer programs encoded on a computer storage medium, for adjusting network communication frequency are disclosed. In one aspect, a method includes the actions of determining, by a mobile device, that the mobile device is connected to a network. The actions further include accessing, by the mobile device, first sensor data that was collected by a sensor of the mobile device. The actions further include determining, by the mobile device, a user proximity to the mobile device based on analysis of the first sensor data. The actions further include selecting, by the mobile device, a first time interval based on the determined user proximity to the mobile device. The actions further include communicating, by the mobile device, with the network according to the first time interval that was selected based on the determined user proximity to the mobile device",Y02D10/00; Y02D30/70,2,"NETWORK COMMUNICATION FREQUENCY ADJUSTMENT. Methods, systems, and apparatus, including computer programs encoded on a computer storage medium, for adjusting network communication frequency are disclosed. In one aspect, a method includes the actions of determining, by a mobile device, that the mobile device is connected to a network. The actions further include accessing, by the mobile device, first sensor data that was collected by a sensor of the mobile device. The actions further include determining, by the mobile device, a user proximity to the mobile device based on analysis of the first sensor data. The actions further include selecting, by the mobile device, a first time interval based on the determined user proximity to the mobile device. The actions further include communicating, by the mobile device, with the network according to the first time interval that was selected based on the determined user proximity to the mobile device",-1
056-395-820-504-820,Alphabet,2018,Integration of silicon photonics ic for high data rate,Integration of silicon photonics ic for high data rate,Y02P70/50; Y02P70/50,2,Integration of silicon photonics ic for high data rate,-1
060-525-635-168-420,Alphabet,2014,Electrical connector,"Electrical connector. An electrical connector may include a printed circuit board (PCB), the PCB including a plurality of contacts, a plurality of wires coupled to the plurality of contacts on the PCB, a non-conductive pad extending across the PCB, a plurality of pins extending across the non-conductive pad, and an overmold. The plurality of pins may be coupled to the plurality of contacts. The overmold may cover at least a portion of the PCB and at least a first portion of each of the plurality of pins. The overmold may include a first aperture exposing at least a second portion of each of the plurality of pins",Y02P70/50; Y02P70/50,2,"Electrical connector. An electrical connector a printed circuit board (PCB), the PCB including contacts, wires coupled to contacts on the PCB, a non-conductive pad extending across the PCB, pins extending across the non-conductive pad, and an overmold. pins coupled to contacts. The overmold may cover at least a portion of the PCB and at least a first portion of each of pins. The overmold a first aperture exposing at least a second portion of each of pins",18
190-523-316-759-463,Alphabet,2017,Low-power wireless content communication between devices,"Low-power wireless content communication between devices. Low-power wireless content communication techniques between devices are described. In one or more implementations, a method is described of controlling transfer of content to a wearable device from one or more computing devices over a lower power wireless communication connection. The method includes initiating a transfer of content to the wearable device over the lower power wireless communication connection to support playback of the content at the wearable device, in which the low power wireless communication connection does not support streaming of the content in an amount sufficient to support real time playback of the content at the wearable device. The transfer is managed of a plurality of portions of the content to the wearable device over the lower power wireless communication connection in which individual ones of the plurality of portions are transferred from the one or more computing device responsive to availability of the lower power wireless communication connection with the one or more computing devices. The plurality of portions of the content are caused to be stored locally at the wearable device",Y02D30/70; Y02D30/70,2,"Low-power wireless content communication between devices. Low-power wireless content communication techniques between devices are described. In one or more implementations, a method is described of controlling transfer of content to a wearable device from one or more computing devices over a lower power wireless communication connection. initiating a transfer of content to the wearable device over the lower power wireless communication connection to support playback of the content at the wearable device, in which the low power wireless communication connection does not support streaming of the content in an amount sufficient to support real time playback of the content at the wearable device. The transfer is managed of portions of the content to the wearable device over the lower power wireless communication connection in which individual ones of portions are transferred from the one or more computing device responsive to availability of the lower power wireless communication connection with the one or more computing devices. portions of the content are caused to be stored locally at the wearable device",-1
159-163-844-339-067,Alphabet,2016,Systems and methods for altering a state of a system using a remote device that processes gestures,"Systems and methods for altering a state of a system using a remote device that processes gestures. Systems and methods systems and methods for altering a state of system using a remote device that processes gestures are described herein. The electronic device can communicate with the system in response to monitoring a user generated gesture or other interaction. For example, a user can wave the personal device or wave to the personal device, and in response thereto, the personal device can transmit an instruction to the system that causes it to change its operational state. Thus, embodiments discussed herein enable a user to perform remote gestures with a first device to affect the operation of a second device",Y02D30/70; Y02D30/70,2,"for altering a state of a system using a remote device that processes gestures. for altering a state of system using a remote device that processes gestures are . The electronic device can communicate with the system in response to monitoring a user generated gesture or other interaction. For example, a user can wave the personal device or wave to the personal device, and in response , the personal device can transmit an instruction to the system that causes it to change its operational state. Thus, embodiments discussed herein enable a user to perform remote gestures with a to affect the operation of a",1
105-895-121-311-276,Alphabet,2015,Methods and apparatuses for operating a display in an electronic device,"Methods and apparatuses for operating a display in an electronic device. An electronic device can include detectors for altering the presentation of data on one or more displays. In a wearable electronic device, a flexible housing can be configured to enfold about an appendage of a user, such as a user's wrist. A display can disposed along a major face of the flexible housing. A control circuit can be operable with the display. A gaze detector can be included to detect a gaze direction, and optionally a gaze cone. An orientation detector can be configured to detect an orientation of the electronic device relative to the user. The control circuit can alter a presentation of data on the display in response to a detected gaze direction, in response to detected orientation of the wearable electronic device relative to the user, in response to touch or gesture input, or combinations thereof. Secondary displays can be hingedly coupled to the electronic device",Y02D30/70; Y02D30/70,2,"Methods and apparatuses for operating a display in an electronic device. An electronic device can include detectors for altering the presentation of data on one or more displays. In a wearable electronic device, a flexible housing enfold about an appendage of a user, such as a user's wrist. A display can disposed along a major face of the flexible housing. A control circuit operable with the display. A gaze detector included to detect a gaze direction, and optionally a gaze cone. An orientation detector detect an orientation of the electronic device relative to the user. The control circuit can alter a presentation of data on the display in response to a detected gaze direction, in response to detected orientation of the wearable electronic device relative to the user, in response to touch or gesture input, or combinations . Secondary displays hingedly coupled to the electronic device",1
154-850-081-876-624,Alphabet,2017,Conditional power management activities,"Conditional power management activities. Methods and apparatus for scheduling and controlling power management activities are disclosed. An example method includes detecting, by a computing device, playback of video content at a frame rate that is greater than a predetermined threshold frame rate. The example method further includes, in response to the detection of the playback of video content at the frame rate greater than the threshold frame rate, overriding a screen dimming operation of the computing device",Y02D10/00; Y02D10/00,2,"Conditional power management activities. for scheduling and controlling power management activities are disclosed. An example method includes detecting, by a computing device, playback of video content at a frame rate that is greater than a predetermined threshold frame rate. The example method further includes, in response to the detection of the playback of video content at the frame rate greater than the threshold frame rate, overriding a screen dimming operation of the computing device",1
045-865-358-383-233,Alphabet,2015,Mobile device with temperature sensing capability and method of operating same,"Mobile device with temperature sensing capability and method of operating same. The present invention relates to electronic devices such as mobile devices, and methods of operating such devices. In one embodiment of the invention, the electronic device includes first and second temperature sensors positioned at different respective locations on the electronic device and at least one processing device. The first and second temperature sensors respectively output first and second signals indicative of the respective temperatures experienced at those respective sensors. The at least one processing device (i) receives the first and second signals respectively from the first and second temperature sensors respectively and generates based thereon an indication of a difference or a relationship between the first and second temperatures, and (ii) determines an operational context of the electronic device based at least in part upon the difference. In an additional embodiment, other sensor information from one or more other sensors is taken into account in determining the operational context",Y02D30/70; Y02D30/70,2,"Mobile device with temperature sensing capability and method of operating same. The relates to electronic devices such as mobile devices, and methods of operating such devices. of the invention, the electronic device includes first and second temperature sensors positioned at different respective locations on the electronic device and at least one processing device. The first and second temperature sensors respectively output first and second signals indicative of the respective temperatures experienced at those respective sensors. The at least one processing device (i) receives the first and second signals respectively from the first and second temperature sensors respectively and generates based thereon an indication of a difference or a relationship between the first and second temperatures, and (ii) determines an operational context of the electronic device based at least in part upon the difference. In an additional embodiment, other sensor information from one or more other sensors is taken into account in determining the operational context",4
078-051-914-014-135,Alphabet,2016,Contact lenses with hybrid power sources,"Contact lenses with hybrid power sources. Apparatus, systems and methods of contact lenses with power sources are provided. In some aspects, a contact lens can include a substrate; and a circuit. The circuit can include: one or more sensors disposed on or within the substrate; circuitry disposed on at least a portion of the substrate; one or more photovoltaic cells disposed on at least a portion of the substrate; and a hybrid power component that supplies at least one of two or more different types of power to the circuitry, wherein at least one of the two or more different types of power is radio frequency/inductive power. In various aspects, other types of power can be solar and/or microelectromechanical system power. Additionally, in various aspects, photovoltaic cells can be arrayed in different configurations and/or over a significant portion of a viewing surface of the contact lens. In some aspects, the photovoltaic cells can be transparent",Y02E10/50,1,"Contact lenses with hybrid power sources. Apparatus, of contact lenses with power sources are provided. In some aspects, a contact lens can include a substrate; and a circuit. The circuit can include: one or more sensors disposed on or within the substrate; circuitry disposed on at least a portion of the substrate; one or more photovoltaic cells disposed on at least a portion of the substrate; and a hybrid power component that supplies two or more different types of power to the circuitry, the two or more different types of power is radio frequency/inductive power. In various aspects, other types of power solar and/or microelectromechanical system power. Additionally, in various aspects, photovoltaic cells arrayed in different configurations and/or over a significant portion of a viewing surface of the contact lens. In some aspects, the photovoltaic cells transparent",34
125-927-127-061-705,Alphabet,2018,Switched tank converter,"Switched tank converter. An apparatus that includes resonant tanks, switches, control logic and one or more non-resonant capacitors. The control logic that generates two or more sets of control signal inputs applied to the inputs of the switches so that for each set of control signals one or more sub-circuit loops are formed, and wherein the one or more sub-circuit loops for a first set of control signals is different from the one or more sub-circuit loops for a second set of control signals, and each of the sub-circuit loops includes one or more of the resonant tanks, and at least one of the sub-circuit loops includes a non-resonant capacitor",Y02B70/10; Y02B70/10,2,"Switched tank converter. An apparatus that includes resonant tanks, switches, control logic and one or more non-resonant capacitors. The control logic that generates two or more sets of control signal inputs applied to the inputs of the switches so that for each set of control signals one or more sub-circuit loops are formed, and the one or more sub-circuit loops for a first set of control signals is different from the one or more sub-circuit loops for a second set of control signals, and each of the sub-circuit loops includes one or more of the resonant tanks, and the sub-circuit loops includes a non-resonant capacitor",5
055-577-582-611-09X,Alphabet,2018,METHODS AND APPARATUSES FOR OPERATING A DISPLAY IN AN ELECTRONIC DEVICE,METHODS AND APPARATUSES FOR OPERATING A DISPLAY IN AN ELECTRONIC DEVICE,Y02D30/70; Y02D30/70,2,METHODS AND APPARATUSES FOR OPERATING A DISPLAY IN AN ELECTRONIC DEVICE,34
057-756-979-922-044,Alphabet,2018,Shared rate limiting,"Shared rate limiting. A system includes a plurality of rate limiters and a rate limiter management module. The rate limiter management module causes a processor to analyze and compare a plurality of flows each having at least one aggregation attribute, to aggregate a first group of the plurality of flows into a first aggregate flow based on the at least one aggregation attribute, and to assign the first aggregate flow to a rate limiter having at least one membership criterion. The first aggregate flow includes flows having the at least one aggregation attribute that satisfies the at least one membership criterion",Y02D30/50,1,"Shared rate limiting. A system includes rate limiters and a rate limiter management module. The rate limiter management module causes a processor to analyze and compare flows each having at least one aggregation attribute, to aggregate a first group of flows into a first aggregate flow based on the at least one aggregation attribute, and to assign the first aggregate flow to a rate limiter having at least one membership criterion. The first aggregate flow includes flows having the at least one aggregation attribute that satisfies the at least one membership criterion",-1
092-112-166-325-950,Alphabet,2017,Interactive cord with integrated light sources,"Interactive cord with integrated light sources. This document describes an interactive cord with integrated light sources. An interactive cord includes a cable, and a fabric cover that covers the cable. The fabric cover includes one or more conductive threads woven into the fabric cover to form one or more capacitive touchpoints which are configured to enable reception of touch input. The fabric cover further includes one or more light sources. A controller, implemented at the interactive cord or a computing device coupled to the interactive cord, can detect touch input to a capacitive touchpoint and trigger one or more functions. In addition, the controller can control the light sources to output light to visually indicate a position of the capacitive touchpoint on the fabric cover and/or to provide feedback by outputting light responsive to detecting touch input to a respective capacitive touchpoint",Y02B20/40,1,"Interactive cord with integrated light sources. This document describes an interactive cord with integrated light sources. An interactive cord includes a cable, and a fabric cover that covers the cable. The fabric cover includes one or more conductive threads woven into the fabric cover to form one or more capacitive touchpoints which are enable reception of touch input. The fabric cover further includes one or more light sources. A controller, implemented at the interactive cord or a computing device coupled to the interactive cord, can detect touch input to a capacitive touchpoint and trigger one or more functions. In addition, the controller can control the light sources to output light to visually indicate a position of the capacitive touchpoint on the fabric cover and/or to provide feedback by outputting light responsive to detecting touch input to a respective capacitive touchpoint",-1
086-981-829-256-78X,Alphabet,2018,Transmitter IC for single-channel Bluetooth beacon,"Transmitter IC for single-channel Bluetooth beacon. Methods and systems described herein relate to broadcasting an advertisement event on a wireless channel. An example method includes generating, based on data, a data signal including one or more data packets, where each of the one or more data packets is a non-connectable and non-scannable data packet; generating an RF signal using an oscillator circuit; directly modulating the RF signal, based on the data signal, to generate a modulated RF signal; amplifying the modulated RF signal; broadcasting the amplified modulated RF signal on the wireless channel, where the amplified modulated RF signal is associated with the advertisement event",Y02D30/70; Y02D30/70,2,"Transmitter IC for single-channel Bluetooth beacon. relate to broadcasting an advertisement event on a wireless channel. An example method includes generating, based on data, a data signal including one or more data packets, where each of the one or more data packets is a non-connectable and non-scannable data packet; generating an RF signal using an oscillator circuit; directly modulating the RF signal, based on the data signal, to generate a modulated RF signal; amplifying the modulated RF signal; broadcasting the amplified modulated RF signal on the wireless channel, where the amplified modulated RF signal is associated with the advertisement event",0
128-423-729-728-749,Alphabet,2018,Switch discriminating touchless lightswitch,Switch discriminating touchless lightswitch. Control of one or more switches arrayed in a multi-gang switch box is disclosed. One or more sensors may receive or provide an indication of a gesture near one of the switches. An indication of the switch determined to which a gesture is determined to be directed toward may be displayed. A state change may be performed on the switch according to the gesture,Y02B20/40,1,Switch discriminating touchless lightswitch. Control of one or more switches arrayed in a multi-gang switch box is disclosed. One or more sensors may receive or provide an indication of a gesture near one of the switches. An indication of the switch determined to which a gesture is determined to be directed toward displayed. A state change performed on the switch according to the gesture,32
157-121-476-307-943,Alphabet,2018,3D-structured solid state battery,"3D-structured solid state battery. This disclosure relates to a battery and a method for its manufacture. One embodiment of the battery may include a three-dimensionally structured thin film solid state battery having interdigitated cathode and anode volumes, which are separated by an electrolyte material. In an example method, a cathode current collector layer and an anode current collector layer may be formed on a substrate. The cathode current collector layer and the anode current collector layer may include a cathode current collector area and an anode current collector area, respectively. A cathode layer may be formed on the cathode current collector layer and an anode layer may be formed on the anode current collector layer. An electrolyte layer may be formed on the substrate. The electrolyte layer may include an electrolyte area, which separates the anode current collector area and the cathode current collector area",Y02E60/10; Y02P70/50,2,"3D-structured solid state battery. This disclosure relates to a battery and a method for its manufacture. One embodiment of the battery a three-dimensionally structured thin film solid state battery having interdigitated cathode and anode volumes, which are separated by an electrolyte material. In an example method, a cathode current collector layer and an anode current collector layer formed on a substrate. The cathode current collector layer and the anode current collector layer a cathode current collector area and an anode current collector area, respectively. A cathode layer formed on the cathode current collector layer and an anode layer formed on the anode current collector layer. An electrolyte layer formed on the substrate. The electrolyte layer an electrolyte area, which separates the anode current collector area and the cathode current collector area",2
167-963-525-001-187,Alphabet,2018,MOBILE DEVICE AND METHOD FOR PROXIMITY DETECTION VERIFICATION,MOBILE DEVICE AND METHOD FOR PROXIMITY DETECTION VERIFICATION,Y02D10/00; Y02D30/70; Y02D10/00; Y02D30/70,4,MOBILE DEVICE AND METHOD FOR PROXIMITY DETECTION VERIFICATION,12
008-997-519-278-999,Alphabet,2018,Building control unit method and controls,"Building control unit method and controls. Embodiments of the invention provide thermostat controls having improved tactile feedback. According to one embodiment, a thermostat includes a bottom member, a switch, a top member, and a motion guiding member or assembly that operationally couples the top member with the bottom member so that the top member is inwardly pressable by a user relative to the bottom member to allow the thermostat to receive input from the user by contacting the switch with a component of the top member or the bottom member. The motion guiding member or assembly contacts the top member near its outer periphery to control the inward motion of the top member relative to the bottom member to provide the improved tactile feedback",Y02B90/20; Y04S20/14; Y02B90/20; Y04S20/14,4,"Building control unit method and controls. Embodiments of the invention provide thermostat controls having improved tactile feedback. , a thermostat includes a bottom member, a switch, a top member, and a motion guiding member or assembly that operationally couples the top member with the bottom member so that the top member is inwardly pressable by a user relative to the bottom member to allow the thermostat to receive input from the user by contacting the switch with a component of the top member or the bottom member. The motion guiding member or assembly contacts the top member near its outer periphery to control the inward motion of the top member relative to the bottom member to provide the improved tactile feedback",-1
042-273-716-096-579,Alphabet,2018,Attenuation device in transmitter system,"Attenuation device in transmitter system. An attenuation device inclusive of radio frequency (RF) absorber materials to reduce signal power in transmission systems involved in short range communication systems is described. The attenuation device is placed between a radio transmitter and an antenna in a transmission system. The attenuation device may be coated with protective material, and may have small dimensions such that the organization and dimensions of the transmission system are not significantly modified. The attenuation device reduces the power of a signal to be transmitted to a receiver, and has a good return loss indicative of a relatively low mismatch with the antenna",Y02D30/70,1,"Attenuation device in transmitter system. An attenuation device inclusive of radio frequency (RF) absorber materials to reduce signal power in transmission systems involved in short range communication systems is described. The attenuation device is placed between a radio transmitter and an antenna in a transmission system. The attenuation device coated with protective material, and may have small dimensions such that the organization and dimensions of the transmission system are not significantly modified. The attenuation device reduces the power of a signal to be transmitted to a receiver, and has a good return loss indicative of a relatively low mismatch with the antenna",0
048-247-045-859-318,Alphabet,2018,Systems and methods for using radio layer information to enhance network transfer protocols,"Systems and methods for using radio layer information to enhance network transfer protocols. A method of data communication rate control is provided. The method includes an application service provider receiving, from a mobile service provider, an indication of a data rate for transmission of data from a server associated with the application service provider to a mobile device. The method also includes transmitting data to the mobile device from the server associated with the application service provider based on the received data rate indication",Y02D30/70,1,"for using radio layer information to enhance network transfer protocols. A method of data communication rate control is provided. an application service provider receiving, from a mobile service provider, an indication of a data rate for transmission of data from a server associated with the application service provider to a mobile device. The method also includes transmitting data to the mobile device from the server associated with the application service provider based on the received data rate indication",10
084-148-843-616-427,Alphabet,2018,Electrochemical cell with multi-faceted geometry,"Electrochemical cell with multi-faceted geometry. An electrochemical cell includes a cathode (401), an anode (402), and a separator (403) disposed between the anode and the cathode. Material is removed from one or both of a first side edge (406,408) and a second side edge (407,409) of the cathode and anode, and optionally the separator. The cathode, the anode, and the separator are arranged in a jellyroll (500) such that the material removed from both the first side edge and the second side edge defines a multi-faceted geometry of the jellyroll",Y02E60/10; Y02P70/50,2,"Electrochemical cell with multi-faceted geometry. An electrochemical cell includes a cathode (401), an anode (402), and a separator (403) disposed between the anode and the cathode. Material is removed from one or both of a first side edge (406,408) and a second side edge (407,409) of the cathode and anode, and optionally the separator. The cathode, the anode, and the separator are arranged in a jellyroll (500) such that the material removed from both the first side edge and the second side edge defines a multi-faceted geometry of the jellyroll",2
